Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,AB,H,xH,1B,x1B,2B,x2B,3B,x3B,HR,xHR,XBH,xXBH
389,1255708160,J. Morrison,Jacob Morrison,Morrison,Jacob,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,19,425,392,79,96.7,59,66.2,10,19.6,3,0.0,7,8.7,20,26.2
390,1150347776,C. Allen,Colby Allen,Allen,Colby,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,29,276,248,53,59.1,35,39.8,9,9.1,2,0.0,7,8.7,18,16.1
391,1861492309,A. Risse,Aidan Risse,Risse,Aidan,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,15,317,275,80,79.1,53,53.5,16,15.3,1,0.0,10,8.8,27,20.9
392,1196851200,Z. Root,Zach Root,Root,Zach,P,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,19,420,373,82,85.1,53,58.1,22,16.8,0,0.0,7,8.8,29,22.7
393,1128102459,D. Whitney,Dax Whitney,Whitney,Dax,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,17,330,282,61,58.9,41,37.9,14,10.9,1,0.0,5,8.8,20,16.8
394,1228796416,N. McCay,Nic McCay,McCay,Nic,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,15,316,261,53,60.4,33,37.4,7,12.9,1,0.0,12,8.8,20,17.9
395,1738764358,L. Mack,Landon Mack,Mack,Landon,P,Rutgers University,RUTG,730229248,Rutgers,BBC,S,R,15,340,305,81,82.3,61,52.6,9,19.3,1,0.0,10,8.8,20,25.2
396,1190323968,B. Blair,Ben Blair,Blair,Ben,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,15,364,323,76,77.2,54,54.4,14,12.7,1,0.0,7,8.8,22,19.1
397,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,15,351,303,63,70.0,38,46.9,17,13.0,1,0.0,7,8.8,25,18.9
398,1142660352,N. Straniero,Nolan Straniero,Straniero,Nolan,P,Elon University,ELON,730252544,Elon,BBC,R,R,16,334,288,85,70.7,56,48.0,16,12.6,1,0.0,12,8.8,29,18.4
399,1080345600,N. Valdez,Noel Valdez,Valdez,Noel,P,UC Davis,UCD,730153984,UC Davis,BBC,R,R,21,344,320,88,88.2,62,58.3,18,19.0,4,0.0,4,8.8,26,25.8
400,1101382656,J. Miller,Jay Miller,Miller,Jay,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,11,256,223,55,49.3,32,26.6,13,12.6,2,0.0,8,8.8,23,18.7
401,1251441152,W. Rogers,Will Rogers,Rogers,Will,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,23,260,224,54,64.5,35,40.5,11,13.8,0,0.0,8,8.9,19,19.5
402,1038792681,M. Brassfield,Mason Brassfield,Brassfield,Mason,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,18,266,231,59,58.9,36,39.3,13,9.4,2,0.0,8,8.9,23,15.9
403,1286473472,H. Alexander,Hunter Alexander,Alexander,Hunter,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,20,314,266,83,73.0,53,45.3,18,17.4,5,0.0,7,8.9,30,22.2
404,1334000896,C. Allen,Cam Allen,Allen,Cam,P,Wright State University,WRST,5390,Wright State,BBC,R,R,16,303,247,59,61.6,41,39.7,10,11.4,2,0.0,6,8.9,18,16.5
405,1139725824,J. Raab,JT Raab,Raab,JT,P,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,14,330,280,82,76.8,61,48.4,10,17.5,3,0.0,8,8.9,21,22.4
406,1203581952,C. Gilley,Cole Gilley,Gilley,Cole,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,18,289,261,55,61.0,39,41.4,8,9.6,0,0.0,8,8.9,16,16.7
407,1099879680,D. Banner,Dylan Banner,Banner,Dylan,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,14,388,360,100,111.1,73,80.9,19,19.0,2,0.0,6,8.9,27,26.0
408,1136002048,J. Soberon,Joe Soberon,Soberon,Joe,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,14,290,230,61,67.0,43,41.4,11,15.2,0,0.0,7,8.9,18,19.2
409,1238148096,C. Flukey,Cameron Flukey,Flukey,Cameron,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,18,414,373,78,86.5,49,57.5,21,17.9,2,0.0,6,9.0,29,24.2
410,1131526490,F. Romano,Frederick Romano,Romano,Frederick,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,12,286,257,75,85.1,51,56.3,16,18.3,2,0.0,6,9.0,24,24.5
411,1303346688,A. Solis,Anthony Solis,Solis,Anthony,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,15,297,258,78,76.6,50,51.2,17,14.6,1,0.0,10,9.0,28,20.5
412,1310612992,B. Little,Branton Little,Little,Branton,P,Wofford College,WOF,730176512,Wofford,BBC,R,R,16,322,285,94,90.4,65,62.2,17,17.0,5,0.0,7,9.0,29,23.0
413,1296189440,T. Hartley,Tyler Hartley,Hartley,Tyler,P,Marist College,MRST,730374656,Marist,BBC,R,R,14,287,237,65,52.5,44,27.9,14,14.5,1,0.0,6,9.0,21,19.4
414,1243275008,R. Kelly,Riley Kelly,Kelly,Riley,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,17,294,250,65,61.2,41,38.2,17,12.5,0,0.0,7,9.0,24,18.3
415,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,314,251,60,65.5,41,42.8,12,12.2,0,0.0,7,9.0,19,17.0
416,1250079232,J. Schaaf,Jason Schaaf,Schaaf,Jason,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,19,314,272,74,78.1,51,55.2,12,12.2,1,0.0,10,9.1,23,18.4
417,1211070976,B. Grable,Ben Grable,Grable,Ben,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,17,244,221,54,57.5,34,37.6,10,9.6,2,0.0,8,9.1,20,16.9
418,1093040640,T. O'Neill,Tyler O'Neill,O'Neill,Tyler,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,12,333,300,63,75.3,48,50.3,5,14.2,1,0.0,9,9.1,15,21.0
419,1311043840,P. Consigli,Peyton Consigli,Consigli,Peyton,P,Canisius College,CAN,730218752,Canisius,BBC,L,R,13,290,241,69,67.1,43,44.8,12,12.2,3,0.0,11,9.1,26,17.7
420,1378876660,R. King,Ryan King,King,Ryan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,323,279,72,77.8,49,49.9,15,16.9,2,0.0,6,9.2,23,22.5
421,1085390592,D. Brown,Dylan Brown,Brown,Dylan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,L,15,358,314,76,72.2,56,47.9,10,14.0,0,0.0,10,9.2,20,20.3
422,1121725952,J. Sheets,Joe Sheets,Sheets,Joe,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,14,315,257,80,74.1,60,52.4,8,11.4,3,0.0,9,9.2,20,16.8
423,1207928320,J. DeCaro,Jason DeCaro,DeCaro,Jason,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,356,318,79,93.7,62,65.6,10,17.1,0,0.0,7,9.2,17,23.5
424,1058441697,S. Jenkins,Sean Jenkins,Jenkins,Sean,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,19,310,280,73,75.8,45,51.1,14,13.7,0,0.0,14,9.2,28,20.7
425,1323961600,A. Mucciarone,Alfred Mucciarone,Mucciarone,Alfred,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,14,348,301,94,91.5,73,65.0,12,15.6,1,0.0,8,9.2,21,21.5
426,1286256640,G. Rumary,Garvey Rumary,Rumary,Garvey,P,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,16,304,242,74,65.8,41,37.7,25,17.2,2,0.0,6,9.2,33,21.0
427,1080702208,H. Dow,Haden Dow,Dow,Haden,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,14,321,295,62,74.1,39,49.1,14,14.3,1,0.0,8,9.3,23,21.6
428,1210146816,J. Brockett,Jackson Brockett,Brockett,Jackson,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,16,288,258,73,81.4,46,52.5,19,17.8,0,0.0,8,9.3,27,24.3
429,1279760896,O. Tappy,Owen Tappy,Tappy,Owen,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,14,337,307,88,93.4,60,64.4,15,17.9,2,0.0,11,9.3,28,24.8
430,1308181507,B. Miller,Brady Miller,Miller,Brady,P,Boston College,BC,227,Boston College,BBC,R,L,16,265,225,60,64.9,36,41.3,17,13.1,0,0.0,7,9.3,24,19.0
431,1226682112,Z. Taylor,Zane Taylor,Taylor,Zane,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,365,342,62,76.7,46,50.7,8,15.0,0,0.0,8,9.3,16,22.8
432,1142659328,K. Sivley,Kros Sivley,Sivley,Kros,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,22,310,273,73,72.1,50,45.7,14,15.5,0,0.0,9,9.3,23,21.9
433,1296196608,M. Harpster,Michael Harpster,Harpster,Michael,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,16,320,280,69,71.8,43,46.4,14,14.1,2,0.0,10,9.3,26,20.5
434,1306683393,C. Alderman,Chandler Alderman,Alderman,Chandler,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,L,14,329,277,83,78.0,57,54.0,14,13.5,0,0.0,12,9.3,26,19.2
435,1202396160,M. Gosztola,Miles Gosztola,Gosztola,Miles,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,L,16,368,320,100,95.4,66,61.7,19,22.5,2,0.0,13,9.4,34,27.7
436,1643908365,A. Phillips,Amp Phillips,Phillips,Amp,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,20,340,297,63,71.0,42,45.6,10,14.5,0,0.0,11,9.4,21,20.8
437,1231526144,C. Burfield,Casey Burfield,Burfield,Casey,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,14,316,280,83,74.4,51,49.4,21,14.0,3,0.0,8,9.4,32,20.7
438,1911067757,J. Savinon,Jordan Savinon,Savinon,Jordan,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,18,278,228,54,48.2,31,26.0,16,11.8,2,0.0,5,9.4,23,17.4
439,1311176448,J. Ruzicka,Joe Ruzicka,Ruzicka,Joe,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,15,345,281,57,69.2,37,45.6,8,12.2,2,0.0,10,9.4,20,17.6
440,1255332608,G. Ahern,Garrett Ahern,Ahern,Garrett,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,360,318,99,95.5,76,69.2,10,15.1,1,0.0,12,9.4,23,21.7
441,1164663040,F. Morin,Felix Morin,Morin,Felix,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,13,273,232,78,72.7,50,51.9,18,10.3,2,0.0,8,9.4,28,16.8
442,1169302528,G. Grinsell,Grayson Grinsell,Grinsell,Grayson,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,16,393,352,72,82.2,42,50.0,21,20.6,0,0.0,9,9.5,30,26.9
443,1611658868,M. Rabayda,Mike Rabayda,Rabayda,Mike,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,15,382,332,86,84.7,53,55.6,22,17.7,1,0.0,10,9.5,33,23.7
444,1292501760,R. Grace,Ranard Grace,Grace,Ranard,P,Southern University,SOU,4767,Southern,BBC,L,L,12,301,269,82,72.8,50,50.9,18,10.9,2,0.0,12,9.5,32,18.2
445,1117508864,A. Ortiz,Angel Ortiz,Ortiz,Angel,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,14,334,298,101,95.5,69,67.0,18,17.1,2,0.0,12,9.5,32,23.7
446,1254309120,O. Geiss,Owen Geiss,Geiss,Owen,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,16,315,261,75,75.5,48,49.4,20,15.1,1,0.0,6,9.5,27,20.4
447,1521776654,G. Kuzniewski,Gavin Kuzniewski,Kuzniewski,Gavin,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,18,266,218,61,67.2,35,41.1,15,14.8,2,0.0,9,9.5,26,19.9
448,1157400064,D. Mathiesen,Dylan Mathiesen,Mathiesen,Dylan,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,17,295,253,62,59.9,44,37.8,7,11.4,2,0.0,9,9.5,18,17.9
449,1238157312,O. Kramkowski,Owen Kramkowski,Kramkowski,Owen,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,415,381,116,110.3,83,75.9,20,22.6,5,0.0,8,9.5,33,29.5
450,1246857984,B. Jacobs,Ben Jacobs,Jacobs,Ben,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,16,368,308,71,65.7,41,38.9,19,15.9,2,0.0,9,9.5,30,21.3
451,1763497799,J. Pfeffer,John Pfeffer,Pfeffer,John,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,26,264,227,67,60.9,40,37.6,18,12.2,1,0.0,8,9.5,27,18.7
452,1859897718,A. Walsh,Alex Walsh,Walsh,Alex,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,L,16,290,253,59,87.8,36,56.9,14,19.6,1,0.0,7,9.5,22,25.5
453,1330492928,R. Long,Richard Long,Long,Richard,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,375,347,72,87.6,49,64.3,16,12.2,2,0.0,5,9.5,23,20.1
454,1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,15,326,288,85,80.3,56,48.8,21,19.8,1,0.0,7,9.5,29,25.9
455,1663471732,A. Valentin,Alex Valentin,Valentin,Alex,P,Texas State University,TXST,5420,Texas State,BBC,L,L,16,318,252,58,65.0,33,41.2,15,12.6,0,0.0,10,9.6,25,17.6
456,1311052288,D. Rogers,Dylan Rogers,Rogers,Dylan,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,14,305,280,106,92.6,74,63.3,23,18.0,3,0.0,6,9.6,32,25.3
457,1085395712,E. Smink,Eddie Smink,Smink,Eddie,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,14,296,258,87,82.4,54,51.0,19,19.9,1,0.0,13,9.6,33,25.7
458,1052929589,G. Workman,Garrett Workman,Workman,Garrett,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,15,367,319,83,96.7,60,64.7,17,21.1,2,0.0,4,9.6,23,26.7
459,1099900160,A. Cabral,Aiven Cabral,Cabral,Aiven,P,Northeastern University,NE,343,Northeastern,BBC,R,R,16,360,336,78,97.8,55,65.5,18,20.4,2,0.0,3,9.6,23,28.0
460,1310907904,M. Quevedo,Michael Quevedo,Quevedo,Michael,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,15,301,256,76,75.3,45,48.6,19,15.3,2,0.0,10,9.6,31,21.2
461,1184585728,L. Jurecka,Landry Jurecka,Jurecka,Landry,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,15,360,323,89,86.8,65,58.8,18,16.7,3,0.0,3,9.6,24,23.6
462,1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,15,293,265,76,75.3,52,49.6,11,14.5,1,0.0,12,9.6,24,21.9
463,1342166856,G. Eddy,Gavin Eddy,Eddy,Gavin,P,University of California,CAL,730152448,California,BBC,R,R,16,265,225,52,56.2,35,35.6,2,10.0,0,0.0,15,9.6,17,16.7
464,1192573184,M. Barnett,Michael Barnett,Barnett,Michael,P,UCLA,UCLA,5048,UCLA,BBC,R,R,19,373,339,98,98.2,73,69.2,17,17.4,0,0.0,8,9.7,25,24.6
465,1258115584,A. Colarusso,A.J. Colarusso,Colarusso,A.J.,P,Boston College,BC,227,Boston College,BBC,L,L,19,327,277,79,79.8,51,50.7,18,17.7,3,0.0,7,9.7,28,23.2
466,1153411840,J. Radel,Jack Radel,Radel,Jack,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,13,289,257,56,72.5,33,46.1,12,15.3,0,0.0,11,9.7,23,22.3
467,1257460992,T. Grenn,Tyler Grenn,Grenn,Tyler,P,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,13,326,289,84,88.9,54,57.4,20,19.8,4,0.0,6,9.7,30,26.1
468,1279310848,L. Stump,Landon Stump,Stump,Landon,P,UCLA,UCLA,5048,UCLA,BBC,R,R,18,344,290,74,81.7,49,52.2,15,18.1,0,0.0,10,9.7,25,23.5
469,1279326464,B. Morningstar,Blake Morningstar,Morningstar,Blake,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,16,347,303,71,75.2,48,49.0,13,14.6,0,0.0,10,9.7,23,21.2
470,1207792896,W. Ross,Will Ross,Ross,Will,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,15,292,267,81,85.5,61,50.1,13,24.2,1,0.0,6,9.7,20,31.1
471,1386471821,T. McKinstry,Tyler McKinstry,McKinstry,Tyler,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,14,326,274,67,72.8,43,44.6,17,17.1,0,0.0,7,9.8,24,22.5
472,1335271936,E. Norby,Ethan Norby,Norby,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,L,18,368,339,73,75.4,48,50.6,12,13.3,0,0.0,13,9.8,25,21.2
473,1918576916,H. Bailey,Hayden Bailey,Bailey,Hayden,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,14,266,229,73,64.7,46,40.5,17,12.9,0,0.0,10,9.8,27,19.5
474,1105483008,R. Norman,Ross Norman,Norman,Ross,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,16,330,276,86,75.6,54,48.6,21,15.5,0,0.0,11,9.8,32,21.2
475,1238202112,K. Witherspoon,Kyson Witherspoon,Witherspoon,Kyson,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,16,390,351,73,80.4,48,54.9,12,14.0,4,0.0,9,9.8,25,21.4
476,1273112064,D. Beckner,Drew Beckner,Beckner,Drew,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,15,372,316,84,83.7,51,53.9,21,18.1,4,0.0,8,9.8,33,23.7
477,1184457216,S. Dutton,Samuel Dutton,Dutton,Samuel,P,Auburn University,AUB,5466,Auburn,BBC,L,R,16,354,325,86,90.1,61,64.4,14,14.4,1,0.0,10,9.9,25,22.3
478,1210179584,J. Gutierrez,Jacob Gutierrez,Gutierrez,Jacob,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,17,307,263,81,76.4,51,49.3,20,15.7,3,0.0,7,9.9,30,21.9
479,1296205056,M. Kruzan,Marcus Kruzan,Kruzan,Marcus,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,13,334,283,75,73.3,48,44.1,15,17.5,2,0.0,10,9.9,27,23.2
480,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,15,347,297,71,67.6,51,43.6,12,12.5,1,0.0,7,9.9,20,19.2
481,1383375719,B. Shea,Bryson Shea,Shea,Bryson,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,17,237,213,67,68.5,49,37.5,10,19.5,0,0.0,8,9.9,18,26.4
482,1281884928,B. Gaskey,Blake Gaskey,Gaskey,Blake,P,Ohio University,OHIO,730298368,Ohio,BBC,L,R,14,348,296,95,102.3,62,73.1,18,17.1,3,0.0,12,9.9,33,23.0
483,1156597504,B. Stuprich,Brennan Stuprich,Stuprich,Brennan,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,14,367,324,68,70.6,49,49.1,8,10.1,0,0.0,11,9.9,19,17.7
484,1311153664,A. Herrmann,Andrew Herrmann,Herrmann,Andrew,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,18,329,285,84,80.1,58,52.3,12,16.3,3,0.0,11,9.9,26,22.7
485,1163548928,R. Orloski,Robert Orloski,Orloski,Robert,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,27,296,260,55,63.8,38,39.5,5,13.1,2,0.0,10,10.0,17,20.3
486,1568921580,B. Cassedy,Brandon Cassedy,Cassedy,Brandon,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,16,359,317,76,80.5,53,51.9,12,16.7,1,0.0,10,10.0,23,23.5
487,1085416704,L. Doyle,Liam Doyle,Doyle,Liam,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,19,385,342,63,57.7,42,37.3,10,9.0,1,0.0,10,10.0,21,16.9
488,1311044608,M. Riggins,Miller Riggins,Riggins,Miller,P,Samford University,SAM,730386432,Samford,BBC,L,L,15,354,295,63,71.2,39,47.3,8,12.4,3,0.0,13,10.0,24,18.7
489,1263499264,B. Green,Bryan Green,Green,Bryan,P,UC Davis,UCD,730153984,UC Davis,BBC,L,L,15,341,312,82,85.6,61,60.1,12,14.1,1,0.0,8,10.0,21,22.1
490,1237056000,T. Boccabello,Tanner Boccabello,Boccabello,Tanner,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,11,296,258,71,77.7,48,56.3,15,10.2,3,0.0,5,10.1,23,17.7
491,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,393,342,75,86.5,46,54.3,18,19.8,1,0.0,10,10.2,29,26.1
492,1310308608,A. Berg,Andrew Berg,Berg,Andrew,P,Army West Point,ARMY,4744,Army,BBC,R,R,15,338,293,80,78.1,56,51.3,16,14.9,1,0.0,7,10.2,24,21.7
493,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,15,342,286,67,70.6,44,47.1,13,11.7,0,0.0,10,10.2,23,18.3
494,1181533440,J. Lamkin,Justin Lamkin,Lamkin,Justin,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,L,15,350,315,74,74.6,51,48.4,12,14.4,1,0.0,10,10.2,23,22.2
495,1330098688,M. Negrete,Mikiah Negrete,Negrete,Mikiah,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,L,15,366,320,94,90.3,56,57.3,28,20.6,0,0.0,10,10.2,38,27.0
496,1094692864,A. Lyon,Alex Lyon,Lyon,Alex,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,31,258,231,63,67.7,49,45.2,1,11.0,4,0.0,9,10.2,14,19.0
497,1220061620,C. Hendry,Clay Hendry,Hendry,Clay,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,18,254,225,53,66.2,36,41.4,9,12.7,2,0.0,6,10.3,17,20.4
498,1296842752,G. Naess,Griffin Naess,Naess,Griffin,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,400,351,85,98.1,64,64.9,13,20.8,2,0.0,6,10.3,21,27.3
499,1281584640,D. Gonzalez,Daniel Gonzalez,Gonzalez,Daniel,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,13,241,205,45,58.3,26,34.7,11,12.0,0,0.0,8,10.3,19,19.0
500,1110073856,S. Garner,Seth Garner,Garner,Seth,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,14,329,297,83,81.2,61,52.3,12,16.6,1,0.0,9,10.3,22,24.3
501,1093169920,H. Andrews,Heath Andrews,Andrews,Heath,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,14,294,260,75,76.0,47,48.1,15,16.0,0,0.0,13,10.4,28,23.3
502,1911168487,W. Paxton,Will Paxton,Paxton,Will,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,16,281,232,81,82.2,52,57.7,18,12.7,2,0.0,9,10.4,29,19.0
503,1198297344,T. Perry,Tanner Perry,Perry,Tanner,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,16,329,289,83,84.2,53,54.6,18,17.1,1,0.0,11,10.4,30,24.2
504,1279144448,J. Francis,Jake Francis,Francis,Jake,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,18,293,261,84,74.1,48,46.8,22,14.9,3,0.0,11,10.4,36,22.6
505,1026778788,A. Gonzalez,Andres Gonzalez,Gonzalez,Andres,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,19,302,253,57,66.0,35,39.4,14,14.2,1,0.0,7,10.4,22,20.6
506,1099378432,B. Gillespie,Blake Gillespie,Gillespie,Blake,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,S,R,15,385,358,69,76.5,47,50.2,10,14.3,3,0.0,9,10.4,22,23.0
507,1945290525,J. Hibbard,Jack Hibbard,Hibbard,Jack,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,12,240,218,57,66.0,35,42.4,9,11.9,0,0.0,13,10.4,22,20.3
508,1421915542,C. Torres,Chris Torres,Torres,Chris,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,L,17,369,326,95,89.1,64,62.6,16,14.6,2,0.0,13,10.4,31,22.1
509,1092652800,J. Johnson,Jeb Johnson,Johnson,Jeb,P,Mercer University,MER,730240512,Mercer,BBC,R,R,21,270,243,70,69.9,51,47.5,5,10.7,2,0.0,12,10.5,19,19.0
510,1993201465,M. Banks,Max Banks,Banks,Max,P,University of Washington,WASH,3110,Washington,BBC,R,R,13,311,270,60,68.9,39,45.4,10,11.6,3,0.0,8,10.5,21,19.2
511,1297342720,R. Prager,Ryan Prager,Prager,Ryan,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,15,350,318,84,91.7,49,59.1,18,20.0,1,0.0,16,10.6,35,27.8
512,1296173568,J. Kelley,Jack Kelley,Kelley,Jack,P,University of Akron,AKR,540536064,Akron,BBC,R,R,12,248,207,49,51.9,27,28.3,8,11.3,5,0.0,9,10.6,22,18.3
513,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,342,292,70,73.8,41,47.7,18,14.0,0,0.0,11,10.6,29,21.0
514,1694755002,S. Sarre,Serigne Sarre,Sarre,Serigne,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,L,14,319,282,77,80.6,51,47.4,15,21.3,2,0.0,9,10.6,26,28.2
515,1263800064,J. Volmerding,Josh Volmerding,Volmerding,Josh,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,17,393,338,98,92.4,67,59.1,19,20.6,1,0.0,11,10.6,31,26.9
516,1227047936,T. Kent,Tommy Kent,Kent,Tommy,P,Monmouth University,MONM,4164,Monmouth,BBC,L,L,14,294,245,75,68.4,53,43.7,15,12.6,0,0.0,7,10.7,22,19.4
517,1300599553,J. Feld,Justin Feld,Feld,Justin,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,14,252,210,59,63.6,36,39.4,11,12.3,1,0.0,11,10.7,23,19.1
518,1201255936,T. Conklin,Tyler Conklin,Conklin,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,11,268,246,57,69.6,39,45.9,12,11.8,0,0.0,6,10.7,18,20.6
